**** Ridge ****

Terrain cut 1


polynomial = 29 
lambda = 7.906043210907669e-12


Parameters with uncertainties
Mean MSE on test data =  5.300719128179624

Mean R2 on train data =  0.9142077511994845
Mean R2 on test data =  0.9027437728343057

***********************************************

Terrain cut 2


polynomial = 27 
lambda = 3.727593720314938e-12


Parameters with uncertainties
10.271424  +/-  234.166152
194.327364  +/-  9762.871967
68.679112  +/-  9762.909612
-3012.957214  +/-  166492.545046
-907.50563  +/-  151504.546505
-2405.831146  +/-  166456.287901
-1832.281738  +/-  1370702.770575
7582.925903  +/-  1276727.963624
17037.613281  +/-  1277510.893709
21297.156982  +/-  1370018.122859
160368.265625  +/-  6078839.11943
-67983.261719  +/-  5762760.467066
19478.536133  +/-  6530472.288049
-137305.191406  +/-  5769113.558428
-82320.085938  +/-  6073754.579573
-762233.777344  +/-  14650431.400203
401271.507812  +/-  14635652.084254
-342639.074219  +/-  18158585.842144
113834.484375  +/-  18176772.401672
424160.011719  +/-  14661245.835968
150752.589844  +/-  14632315.26101
1315308.693359  +/-  16429432.104083
-1141311.59375  +/-  19496684.206023
1007680.740234  +/-  27011569.777542
291600.289062  +/-  31661754.134134
-308348.039062  +/-  27079366.420381
-613516.96875  +/-  19553111.647332
-81448.269531  +/-  16404351.452556
-325722.449219  +/-  4510976.612575
1124362.28125  +/-  12475971.494912
-1160983.964844  +/-  22854561.286619
-500534.191406  +/-  26588678.513851
141899.537109  +/-  26575030.888838
-53189.974609  +/-  22958304.74946
340465.347656  +/-  12499538.234092
-104961.697266  +/-  4515654.3424
-1091196.097656  +/-  12510829.966821
628217.65625  +/-  13432651.674455
4291.710938  +/-  17474297.333764
-277669.988281  +/-  18421059.174257
-161277.539062  +/-  18199949.7017
-42745.398438  +/-  18467812.397822
458264.017578  +/-  17337280.225265
139384.628906  +/-  13422242.154949
66014.878906  +/-  12426017.054375
-123131.964844  +/-  5726623.894245
-873020.53125  +/-  11238605.321378
839118.515625  +/-  14938913.370741
159967.710938  +/-  11331419.401026
608985.761719  +/-  17164336.961393
-121517.574219  +/-  17154665.176346
61401.466797  +/-  11304906.607429
-114180.648438  +/-  14862806.391048
-156395.054688  +/-  11172696.906299
135071.486328  +/-  5728142.915723
939697.119141  +/-  8786031.261747
-1070378.046875  +/-  11370408.923058
293363.179688  +/-  11829543.017605
649706.070312  +/-  14129709.874667
-338221.195312  +/-  18187250.35247
578324.441406  +/-  18871147.176911
158508.757812  +/-  18295361.81135
-355449.773438  +/-  14227233.574893
-261026.449219  +/-  11725912.980596
-94128.847656  +/-  11374090.884996
-7863.330078  +/-  8681077.491
862186.5  +/-  9947969.020338
-126801.376953  +/-  11246018.373293
-469315.570312  +/-  10463692.425474
337907.408203  +/-  9625616.329948
-169982.398438  +/-  15464344.462528
-911494.270508  +/-  18849312.116665
790821.119141  +/-  18874792.998845
-49705.757812  +/-  15507290.267536
-366918.652344  +/-  9609842.931032
67615.863281  +/-  10446090.022764
45033.770508  +/-  11251052.768151
-107016.765625  +/-  9975426.358027
56752.953125  +/-  4418953.147094
860859.453125  +/-  10338826.380618
-616025.890625  +/-  11473624.848566
-287302.171875  +/-  9847906.463261
142487.867188  +/-  14283877.926037
-557590.285156  +/-  14346357.485144
-844143.001953  +/-  13893044.464485
733168.214844  +/-  14241180.020227
-180141.250977  +/-  14183034.797804
-31506.550781  +/-  9765971.719136
315444.796875  +/-  11539833.808638
52756.75  +/-  10378959.244952
-110962.795898  +/-  4514099.430015
-808438.513672  +/-  7224945.55621
1089671.128906  +/-  9721315.967652
-252628.578125  +/-  9657040.627503
-595810.765625  +/-  12301057.181599
67712.898438  +/-  11180201.368273
308146.529297  +/-  12671047.899634
-466605.744141  +/-  12517129.690579
-694314.993896  +/-  12488280.027663
660410.9375  +/-  12617243.471191
-221304.632812  +/-  11155884.873994
219960.755859  +/-  12261431.739401
222153.248047  +/-  9722493.735979
-23989.6875  +/-  9773703.794121
-6402.498047  +/-  7245159.703492
-971030.429688  +/-  9602978.851635
558878.466797  +/-  9393778.60237
196638.453125  +/-  8071779.168986
-405996.039062  +/-  11100737.110017
-87193.330078  +/-  9171599.445144
578626.674438  +/-  11555945.03609
413947.388672  +/-  12764354.999452
-339683.583984  +/-  13487811.843808
-452788.905273  +/-  12752146.801339
572617.171875  +/-  11571055.964929
-308704.357422  +/-  9155838.501902
284615.957031  +/-  11084402.871306
-45159.880859  +/-  8067109.997814
-65011.625  +/-  9347960.595834
117503.404297  +/-  9552310.823135
-526194.296875  +/-  6415585.055981
-249139.476562  +/-  9088337.037733
414503.40625  +/-  9183024.231809
8513.617188  +/-  8929785.155363
-107533.429688  +/-  8893714.617973
368078.267578  +/-  11062338.246735
588661.134766  +/-  11724497.344775
341977.382812  +/-  12282026.534787
-142345.808594  +/-  12357776.365128
-224479.700195  +/-  11771367.520199
389308.175781  +/-  11010055.281787
-435562.796875  +/-  8758407.261551
242644.621094  +/-  8855488.291339
-272686.601562  +/-  9136242.300667
-43203.719727  +/-  9092362.977854
124198.177734  +/-  6426564.799572
253598.304688  +/-  3747662.737878
-861091.208984  +/-  9481811.277607
363897.53125  +/-  10432325.565119
323724.09375  +/-  8334270.229184
2719.472656  +/-  8747171.505049
89576.089844  +/-  10321913.303005
220643.878906  +/-  10132487.095721
318335.886719  +/-  10188279.738933
260754.691406  +/-  9870505.588853
62562.525391  +/-  10075342.939469
-109875.386719  +/-  10194841.669047
150465.326172  +/-  10293035.406471
-478166.609375  +/-  8801611.300352
225194.978516  +/-  8202125.97427
-336721.255859  +/-  10514746.328826
39218.189453  +/-  9460352.926417
49045.574219  +/-  3736109.091573
826192.59668  +/-  7812903.889106
-996324.62207  +/-  9387809.172242
135686.423828  +/-  10260091.259233
408414.011719  +/-  8424846.177215
115642.099609  +/-  8761126.997932
-77350.976074  +/-  10591742.639662
-161901.519531  +/-  8106931.400251
-77597.675781  +/-  9409940.049652
30301.938477  +/-  9144183.671248
231756.730469  +/-  9144247.679783
224507.908203  +/-  9472811.96142
-77909.226562  +/-  8131486.915993
-24226.542969  +/-  10599635.391492
-375202.400391  +/-  8747087.97399
245689.695312  +/-  8433073.596749
-247212.323486  +/-  10185993.654075
101665.359375  +/-  9379562.547589
-47081.666016  +/-  7734835.576251
964757.566406  +/-  9047272.406202
-642381.046875  +/-  8019458.249084
-85304.285156  +/-  8807385.00044
255981.074219  +/-  8186486.404609
114650.970703  +/-  8786112.150305
-131360.832031  +/-  10757093.820876
-306511.648438  +/-  8778795.348329
-303118.683594  +/-  9190530.794894
-347600.175781  +/-  10758749.720826
-158358.677734  +/-  11200270.144168
256285.660156  +/-  10822411.285639
315619.845215  +/-  9154215.821306
-97216.811035  +/-  8876440.980719
-115212.748535  +/-  10701934.892358
-169154.410156  +/-  8748462.163604
256534.421875  +/-  8145114.427719
-83268.863281  +/-  8776486.590886
120483.96875  +/-  7977052.978132
-122260.287109  +/-  9092886.489436
553258.09375  +/-  6060708.984497
1272.006836  +/-  7006240.102885
-200143.109375  +/-  8210038.589127
6203.875  +/-  6993142.410544
16258.0625  +/-  8715245.242143
-144687.632812  +/-  9067729.759506
-249841.839844  +/-  8778419.59656
-167368.890625  +/-  9274924.278154
-378532.087891  +/-  9231748.166561
-523376.795898  +/-  11316594.982715
-198716.205078  +/-  11437637.444388
316763.81543  +/-  9308628.452785
336584.917969  +/-  9164737.658274
-146332.84082  +/-  8832101.566944
-119411.240234  +/-  9041338.257549
71398.785156  +/-  8697470.815805
200522.246094  +/-  7076015.538135
69325.175781  +/-  8193714.392374
61773.00293  +/-  7072616.94438
-118392.746094  +/-  6092132.554108
-124238.519531  +/-  3024339.400913
612170.90625  +/-  8631216.193417
-183790.578125  +/-  9799523.24619
-205991.3125  +/-  6365268.276821
-117474.666992  +/-  8384247.326033
-163990.4375  +/-  7485348.397391
-156532.773438  +/-  7887626.063295
155507.091797  +/-  7692770.572956
-6391.802734  +/-  8280565.200143
-438851.042969  +/-  7073760.367089
-528629.137939  +/-  9789371.370315
-105300.833008  +/-  7206643.863966
355934.738281  +/-  8285194.621919
268539.929688  +/-  7695388.287541
-222043.773438  +/-  7882640.378426
-78748.082031  +/-  7577491.01701
258618.589844  +/-  8427171.77935
39718.335938  +/-  6386593.637203
154562.191406  +/-  9782830.219805
-28169.138672  +/-  8635710.301184
-47988.003906  +/-  3042945.21468
-761211.867188  +/-  7333361.259836
930590.5  +/-  10247297.722898
-76784.966797  +/-  11139346.909947
-282524.572266  +/-  6964364.001702
-179162.207031  +/-  8451991.312333
-158465.720703  +/-  8353738.847747
-112376.986328  +/-  10750934.371719
424979.905273  +/-  6360467.045226
485764.380371  +/-  8624188.718793
9113.871582  +/-  7562476.950403
-412172.767578  +/-  7163642.319866
-369458.805664  +/-  7161849.682734
31385.746094  +/-  7578487.368899
321544.669922  +/-  8587912.278288
118980.345703  +/-  6367509.810602
-300045.273438  +/-  10706974.881608
-30323.613281  +/-  8358267.402741
348157.328125  +/-  8456639.266282
-201565.28125  +/-  6973313.37739
168731.014648  +/-  11154277.443962
-114334.130859  +/-  10270361.230852
55554.626953  +/-  7384681.618219
-1008632.585938  +/-  9578638.071072
812372.578857  +/-  8951270.3151
34585.40625  +/-  10093568.565219
-210570.992188  +/-  7226412.400477
-125207.59375  +/-  8483894.40197
-87943.890625  +/-  9280761.156161
-159827.125  +/-  13614923.345273
460001.319824  +/-  8756416.520399
753525.852539  +/-  8271732.57445
438837.316406  +/-  9985590.772184
-33931.277344  +/-  9300161.615078
-242434.087891  +/-  7873594.834536
-124898.716309  +/-  9251498.393274
117803.67334  +/-  10051282.805212
184665.672852  +/-  8232338.847597
-70882.216797  +/-  8685620.390419
-343969.542969  +/-  13642688.782817
34129.941406  +/-  9324208.779229
360344.142578  +/-  8529571.861584
-436924.976562  +/-  7262149.467356
148811.849609  +/-  10089021.407515
-141537.654297  +/-  8968898.247317
124666.802734  +/-  9556426.129951
-687601.035156  +/-  6545486.251346
269355.855469  +/-  5426618.608377
73584.964844  +/-  7469965.138411
-32742.191406  +/-  6518471.974328
37285.453125  +/-  8245339.611825
68639.125  +/-  10030100.951914
-245028.308594  +/-  12705821.087331
246845.818359  +/-  9314168.301593
641059.922852  +/-  7027642.981054
519776.209961  +/-  8337039.11928
187635.820312  +/-  9233972.858399
-8812.746094  +/-  8060487.991469
-3260.286133  +/-  8092805.408439
81916.075195  +/-  9234848.942272
106116.34375  +/-  8394638.527707
459.886719  +/-  7029021.700845
-211860.803711  +/-  9385780.841762
-301739.085938  +/-  12649559.802835
120540.046875  +/-  9921397.019879
318992.742188  +/-  8196118.885092
-575475.046875  +/-  6468393.065651
113414.671875  +/-  7427789.283571
-103683.217773  +/-  5398158.28716
139254.554688  +/-  6570618.351822
194561.938965  +/-  2756176.036226
-477433.752441  +/-  7878247.890134
10899.066406  +/-  9539059.209551
160716.592285  +/-  7540155.189608
213709.742188  +/-  8229533.98337
299334.617188  +/-  12477508.070048
-316378.15625  +/-  9266378.212546
-96238.960938  +/-  6204015.200498
226527.336914  +/-  6400463.060472
197166.527344  +/-  5695493.10515
29406.943359  +/-  5762039.862234
-13895.022461  +/-  5996815.922932
97622.119629  +/-  5929454.780504
205032.166016  +/-  6085541.168598
