**** Lasso ****

Terrain cut 1


polynomial = 30 
lambda = 0.00025595479226995333


Parameters with uncertainties
0.338273  +/-  1e-05
0.251904  +/-  8e-06
0.172873  +/-  9e-06
0.096846  +/-  7e-06
0.022717  +/-  8e-06
-0.049523  +/-  8e-06
-0.119448  +/-  6e-06
-0.186238  +/-  8e-06
-0.248473  +/-  8e-06
-0.303788  +/-  7e-06
-0.348412  +/-  9e-06
-0.376496  +/-  8e-06
-0.379065  +/-  1e-05
-0.34235  +/-  1.1e-05
-0.245826  +/-  1.2e-05
-0.064435  +/-  1.2e-05
0.199683  +/-  8e-06
0.356575  +/-  1e-05
-0.037072  +/-  1e-05
-0.056002  +/-  1.1e-05
-1.572389  +/-  8e-06
0.873204  +/-  9e-06
0.768804  +/-  1.4e-05
0.580404  +/-  1.2e-05
0.458697  +/-  1.2e-05
0.374247  +/-  1.2e-05
0.302773  +/-  1e-05
0.23431  +/-  1.1e-05
0.166042  +/-  9e-06
0.097714  +/-  8e-06
0.029721  +/-  1e-05
-0.037453  +/-  9e-06
-0.103247  +/-  9e-06
-0.166826  +/-  1e-05
-0.226803  +/-  8e-06
-0.280889  +/-  9e-06
-0.325445  +/-  1.1e-05
-0.354835  +/-  1e-05
-0.360401  +/-  1.2e-05
-0.328818  +/-  1.2e-05
-0.240116  +/-  1.2e-05
-0.069683  +/-  1.4e-05
0.181145  +/-  1e-05
0.329779  +/-  8e-06
-0.031992  +/-  1e-05
0.107322  +/-  5e-06
-1.800834  +/-  6e-06
0.713518  +/-  1.2e-05
0.681154  +/-  1.4e-05
0.541425  +/-  8e-06
0.452276  +/-  1e-05
0.390305  +/-  1.1e-05
0.334937  +/-  9e-06
0.278454  +/-  1.1e-05
0.219428  +/-  9e-06
0.158453  +/-  7e-06
0.096406  +/-  9e-06
0.033965  +/-  1e-05
-0.028362  +/-  9e-06
-0.090051  +/-  9e-06
-0.150313  +/-  9e-06
-0.207817  +/-  7e-06
-0.260359  +/-  9e-06
-0.304435  +/-  1.1e-05
-0.334618  +/-  9e-06
-0.34256  +/-  1.1e-05
-0.315374  +/-  1e-05
-0.23364  +/-  8e-06
-0.073213  +/-  1.4e-05
0.165244  +/-  1.2e-05
0.305905  +/-  6e-06
-0.027118  +/-  6e-06
0.254191  +/-  5e-06
-1.958513  +/-  1e-05
0.563485  +/-  1.3e-05
0.585005  +/-  1.2e-05
